experiment,ablation,arm,reference_arm,model,seed,logical_model,model_reference,architecture_differs,regime,observation_mode,reference_observation_mode,logical_dof,dof,dof_reference,horizon_samples,horizon_s,lookback,reference_lookback,parameter_matched,arm_parameter_matched,privileged_information,vehicle_blind_to_arm,capacity_confounded,n_params,n_params_reference,param_delta_frac,not_fittable,raw_rmse_comparable,on_residual_floor,note,skill,skill_reference,skill_diff,nrmse,nrmse_reference,nrmse_diff,skill_diff_ci_lo,skill_diff_ci_hi,skill_diff_ci_point,skill_diff_ci_reason,ci_resample_unit,ci_n_units,ci_n_realizations,n_boot,ci_level,bootstrap_seed
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,50,5.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-37.533921592704026,-39.133205064067205,1.5992834713631794,11.619825157411992,11.85850417206792,-0.23867901465592922,1.3145372523494572,1.8420080863816346,1.599283471363158,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,100,10.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-45.06811809698267,-49.38307321549341,4.314955118510738,7.730608059196965,8.084548052533462,-0.35393999333649706,1.174115745677583,6.304187992648826,4.314955118510724,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,150,15.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-11.973411376282614,-13.2558655018651,1.2824541255824862,5.374347017804981,5.633721901847453,-0.25937488404247233,-0.08762068000367805,2.3239213218755914,1.282454125582488,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,10,1.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.3936624408368797,0.1456032444441959,0.24805919639268378,0.5766571542556883,0.6845264662024018,-0.10786931194671345,0.005000582088566411,0.4505870067171985,0.24805919639268414,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,20,2.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-4.9545571206876655,-6.888125243258782,1.933568122571116,3.320524528489202,3.821807942118853,-0.5012834136296509,0.1483524940163743,3.409351115723093,1.9335681225711152,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,30,3.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-13.833785063199477,-16.57366781134586,2.7398827481463837,6.80668272180813,7.408678055387608,-0.6019953335794783,0.41203798485847226,4.658343513195885,2.739882748146389,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,50,5.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-1.2979485826920314,-6.973433739106551,5.67548515641452,2.7479889087384035,5.118792404112899,-2.370803495374495,2.5790458702429495,8.036544758144437,5.675485156414519,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,100,10.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-26.86444679473824,-57.1687363768126,30.304289582074365,6.733117302797041,9.728273747801648,-2.995156445004607,11.460568050538807,44.19899146118504,30.304289582074343,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,150,15.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-5.09625768917851,-11.851714317618876,6.755456628440366,3.560967234650904,5.170313188534905,-1.6093459538840014,4.356046711327741,8.76438609328987,6.755456628440367,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll,roll,roll,10,1.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.9999913613201086,0.9999882207954808,3.1405246277982357e-06,0.0015682466698267,0.0018312543293688,-0.00026300765954209997,1.1881641711773419e-06,1.4238963485134462e-05,3.140524627867147e-06,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll,roll,roll,20,2.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.999852106064537,0.999775300270014,7.680579452296055e-05,0.012481545128042,0.01538489170897,-0.0029033465809279995,3.9559899209617294e-05,0.0002938792640162087,7.680579452308152e-05,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll,roll,roll,30,3.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.99911248896686,0.9985271718338576,0.000585317133002361,0.0429442082047955,0.0553214761359443,-0.012377267931148801,0.00034338728652253493,0.00203237419650424,0.0005853171330025175,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll,roll,roll,50,5.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.9931645617236832,0.9877966686135412,0.005367893110141964,0.1595248188539224,0.2131494810127493,-0.05362466215882691,0.003495964495816111,0.01761511903659378,0.005367893110142127,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll,roll,roll,100,10.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.9215491306697394,0.9305139927151796,-0.008964862045440225,0.2782140613561673,0.2618357086979515,0.0163783526582158,-0.010978166992560089,-0.0037399119300068,-0.00896486204544003,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll,roll,roll,150,15.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.8946376685437742,0.9095712865889276,-0.014933618045153363,0.4724909838481647,0.4377276851532465,0.03476329869491818,-0.01780336309248019,0.0006112258048671512,-0.014933618045153266,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,10,1.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.9997770493250776,0.9996810230059237,9.602631915395232e-05,0.0081755611541811,0.0097789642001404,-0.0016034030459593004,4.491641365167219e-05,0.00030593974680785435,9.602631915395314e-05,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,20,2.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.998813057843822,0.9981056065049632,0.0007074513388588555,0.0361680524029749,0.0456925549429666,-0.009524502539991694,0.00041810004780556585,0.0018961854896854034,0.0007074513388587436,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,30,3.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.9969856892526174,0.9948065308616324,0.0021791583909850365,0.0805197125931676,0.1056907507079923,-0.025171038114824698,0.0014054543725472866,0.005383255500355262,0.002179158390985105,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,50,5.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.9935938750123184,0.9915421879891788,0.0020516870231396256,0.1546549401407909,0.1777031422606679,-0.023048202119877015,0.0013837006535889658,0.004446580941185507,0.0020516870231397175,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,100,10.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.8317420735219652,0.8166316830607281,0.015110390461237078,0.39616300049169,0.4135693025613625,-0.017406302069672475,0.004529541566257081,0.04285231199138865,0.015110390461237078,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,ar20,0.0,ar20,ar20,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,150,15.0,100,200,True,False,False,False,False,108900.0,108900.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.8542625092670078,0.8497509320835911,0.00451157718341666,0.5706400952176457,0.5794053925354654,-0.00876529731781972,-0.0038798402885516,0.01120764631372641,0.004511577183416687,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave,heave,heave,10,1.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,-0.512782850108416,-0.5513227362055293,0.03853988609711334,0.6974917849094936,0.7063206108090824,-0.008828825899588777,0.018766262474574823,0.0862659732422226,0.03853988609711312,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave,heave,heave,20,2.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.1054492975829413,0.1213798259046239,-0.015930528321682597,1.022884055538238,1.0137351699278656,0.009148885610372304,-0.023841815285461303,0.002173591825938833,-0.015930528321682846,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave,heave,heave,30,3.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.4313863938313443,0.4474173774647699,-0.01603098363342559,1.1290600509653,1.1130304070433814,0.016029643921918524,-0.018164903685878978,-0.014787933060147097,-0.01603098363342581,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave,heave,heave,50,5.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.704044334342196,0.6925600430149188,0.01148429132727724,1.042495795104301,1.0625298461825263,-0.020034051078225312,-0.010266821008625658,0.018067360722405508,0.011484291327277296,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave,heave,heave,100,10.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.1413389409310813,0.160182681416259,-0.0188437404851777,0.9606896907247712,0.95008980882228,0.01059988190249117,-0.021269082242659953,-0.007922694257981203,-0.018843740485177785,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave,heave,heave,150,15.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.4458622207041232,0.4803352106338552,-0.03447298992973202,1.0962318462487397,1.0615859945104642,0.0346458517382755,-0.049112893941387646,-0.0019614340888365164,-0.03447298992973202,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave_rate,heave_rate,heave_rate,10,1.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,-0.4974387849159807,-0.5014204632877137,0.003981678371733022,0.7375467180494033,0.7385266327665977,-0.0009799147171943856,-0.025166340738035208,0.05496090614228729,0.003981678371733688,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave_rate,heave_rate,heave_rate,20,2.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.1709887355234821,0.1894914001172118,-0.018502664593729706,1.039617371059361,1.027950318375935,0.011667052683425938,-0.02783803819298359,-0.003390326517340258,-0.018502664593729734,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave_rate,heave_rate,heave_rate,30,3.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.4876527826681948,0.5001011342914605,-0.012448351623265741,1.1189021545084583,1.1052257504368794,0.013676404071578885,-0.015641914489833486,-0.011034561505739357,-0.012448351623265574,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave_rate,heave_rate,heave_rate,50,5.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.718446650784851,0.7082950857511899,0.010151565033661103,1.0211822582530157,1.0394288930945137,-0.01824663484149802,-0.008732452203446752,0.018125465450651537,0.01015156503366138,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave_rate,heave_rate,heave_rate,100,10.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,-0.0118834386251422,0.0188011170014672,-0.0306845556266094,0.9859895307287984,0.9709247730870026,0.015064757641795712,-0.03727742572264993,-0.006683272488221984,-0.030684555626609322,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,heave_rate,heave_rate,heave_rate,150,15.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.5216076838240511,0.5384970120553801,-0.016889328231329048,1.064039718569918,1.0450883355385572,0.01895138303136079,-0.025584256858904142,-0.0010574228178857992,-0.016889328231328993,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,10,1.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-0.3018184570882447,-0.3002921330170007,-0.0015263240712439785,0.784937455053759,0.7844771680936133,0.0004602869601456616,-0.015511655769124983,0.014283718800018597,-0.0015263240712437565,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,20,2.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.295103779222103,0.3269079094275763,-0.03180413020547329,1.0735641731967414,1.049065639028437,0.024498534168304387,-0.037771469029704526,-0.027485516981652563,-0.03180413020547357,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,30,3.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.5574785774255882,0.583239365177403,-0.025760787751814895,1.1271357089804983,1.0938364832106295,0.03329922576986877,-0.03070505914100132,-0.0230099236437405,-0.025760787751814895,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,50,5.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.7131457700189471,0.7101312303509989,0.0030145396679481795,1.0025559477824362,1.007810090226947,-0.005254142444510723,-0.007197911818798023,0.009495109250811908,0.0030145396679480685,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,100,10.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.1916292993773348,0.2239382010647719,-0.03230890168743711,1.0240441984145945,1.0033710642976794,0.02067313411691507,-0.03976788160540969,-0.021888905886295166,-0.0323089016874375,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch,pitch,pitch,150,15.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.5303575597781184,0.5356969852682425,-0.005339425490124117,1.0225446441995705,1.0167153072380262,0.005829336961544307,-0.008360911903446035,-0.0007502598730303998,-0.005339425490124006,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,10,1.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,-0.2735737864336633,-0.2484891783435117,-0.025084608090151617,0.835742532215928,0.8274711102376193,0.008271421978308657,-0.035659125146044614,-0.014979652878909483,-0.02508460809015145,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,20,2.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.350416465542639,0.3938970651281577,-0.0434805995855187,1.0967293446021962,1.0593882539285062,0.03734109067368996,-0.04936593041313871,-0.039775406752797414,-0.04348059958551875,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,30,3.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.5960453023990897,0.6275177569151623,-0.03147245451607261,1.1232485015694738,1.078604687763726,0.04464381380574767,-0.03563808662651623,-0.029145101933812208,-0.03147245451607261,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,50,5.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.7050378640616779,0.7020760596161667,0.002961804445511196,0.9845277388095786,0.989458363459354,-0.00493062464977545,-0.002522507304113395,0.007551502472105122,0.002961804445511085,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,100,10.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.3336835554311004,0.3646469894872015,-0.03096343405610108,1.0411929863036031,1.0167133220113218,0.024479664292281322,-0.0370901392306461,-0.02398481951254983,-0.030963434056101247,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,pitch_rate,pitch_rate,pitch_rate,150,15.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,True,scored on the L=400 origin intersection; drops its leading 60 windows,0.5112121756256116,0.5142232013990683,-0.003011025773456688,1.008315652643893,1.005205147147681,0.003110505496211946,-0.003817371696544432,-0.0017263513813106568,-0.003011025773456799,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll,roll,roll,10,1.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,-0.5563329712603813,-0.6038998021372048,0.04756683087682356,0.6656438784022344,0.6757394907018629,-0.01009561229962852,0.04563342086786804,0.05763523409664731,0.04756683087682334,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll,roll,roll,20,2.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.072810995490551,0.0470167001056824,0.025794295384868604,0.9882738519148092,1.0019263847436772,-0.013652532828868025,0.01620804188201563,0.027323148710617248,0.025794295384868327,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll,roll,roll,30,3.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.4224434254977528,0.3963135156969402,0.026129909800812645,1.0955065671492767,1.12001398550263,-0.02450741835335335,0.005764444594351653,0.029292242862482432,0.026129909800812423,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll,roll,roll,50,5.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.7327702611320359,0.6984633803322506,0.03430688079978528,0.9974415851484212,1.0595345134786631,-0.06209292833024194,0.008738987636245877,0.03780295452039228,0.03430688079978539,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll,roll,roll,100,10.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.0042487001509461,0.1191395870044177,-0.1148908868534716,0.9911870901580044,0.9322528981444582,0.058934192013546216,-0.116760606656689,-0.09336577293387849,-0.1148908868534716,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll,roll,roll,150,15.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.419085104006997,0.4156801434830502,0.0034049605239467873,1.109448369016675,1.1126950652716334,-0.0032466962549584366,0.0025592860147017338,0.007468920824735633,0.0034049605239465652,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,10,1.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,-0.5266607720146796,-0.5608360376303771,0.0341752656156975,0.6765259331244463,0.6840562536338339,-0.007530320509387622,0.03203277961378563,0.04123610066810208,0.0341752656156975,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,20,2.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.1015892290777044,0.0817445869087738,0.0198446421689306,0.9950566830041764,1.005986365094015,-0.010929682089838688,0.007460519200092237,0.022473724168733677,0.01984464216893045,,grid_cell,12.0,480.0,1000.0,0.95,0.0
lookback_10s,lookback,lookback_10s,lookback_20s,damped_persistence,0.0,damped_persistence,damped_persistence,False,unseen_heading,ideal,ideal,roll_rate,roll_rate,roll_rate,30,3.0,100,200,True,False,False,False,False,6.0,6.0,0.0,,True,False,scored on the L=400 origin intersection; drops its leading 60 windows,0.4424713025374376,0.4200649088632713,0.022406393674166303,1.09506984095927,1.1168578450130802,-0.021788004053810095,-0.0001423543324885498,0.02701834457730217,0.022406393674166192,,grid_cell,12.0,480.0,1000.0,0.95,0.0
